state,district,market,commodity,variety,group,arrivals_tonnes,min_price_rs_quintal,max_price_rs_quintal,modal_price_rs_quintal,reported_date,commodity_clean,date,modal_price_rs_kg,min_price_rs_kg,max_price_rs_kg
Maharashtra,Mumbai,APMC Vashi,Onion,Red Nasik,Vegetables,380.8,2370.0,3111.0,2659.8,2022-01-11,onion,2022-01-11,26.598000000000003,23.7,31.11
Maharashtra,Mumbai,APMC Vashi,Onion,Red Nasik,Vegetables,292.1,2069.4,2526.4,2303.6,2022-01-12,onion,2022-01-12,23.035999999999998,20.694000000000003,25.264
Maharashtra,Mumbai,APMC Vashi,Onion,Red Nasik,Vegetables,270.4,2482.3,2908.9,2667.7,2022-01-13,onion,2022-01-13,26.677,24.823,29.089000000000002
Maharashtra,Mumbai,APMC Vashi,Onion,Red Nasik,Vegetables,352.2,2016.5,2379.2,2246.7,2022-01-14,onion,2022-01-14,22.467,20.165,23.791999999999998
Maharashtra,Mumbai,APMC Vashi,Onion,Red Nasik,Vegetables,254.5,2159.5,2865.2,2453.9,2022-01-15,onion,2022-01-15,24.539,21.595,28.651999999999997
Maharashtra,Mumbai,APMC Vashi,Onion,Red Nasik,Vegetables,380.9,3129.2,3670.2,3339.7,2022-01-16,onion,2022-01-16,33.397,31.291999999999998,36.702
Maharashtra,Mumbai,APMC Vashi,Onion,Red Nasik,Vegetables,245.2,2325.6,2837.8,2492.2,2022-01-17,onion,2022-01-17,24.921999999999997,23.256,28.378
Maharashtra,Mumbai,APMC Vashi,Onion,Red Nasik,Vegetables,346.0,2298.6,3015.4,2662.3,2022-01-18,onion,2022-01-18,26.623,22.986,30.154
Maharashtra,Mumbai,APMC Vashi,Onion,Red Nasik,Vegetables,332.0,2544.7,3193.8,2778.2,2022-01-19,onion,2022-01-19,27.781999999999996,25.447,31.938000000000002
Maharashtra,Mumbai,APMC Vashi,Onion,Red Nasik,Vegetables,242.9,2452.6,3271.5,2799.5,2022-01-20,onion,2022-01-20,27.995,24.526,32.715
Maharashtra,Mumbai,APMC Vashi,Onion,Red Nasik,Vegetables,250.6,2576.7,3040.0,2886.4,2022-01-21,onion,2022-01-21,28.864,25.767,30.4
Maharashtra,Mumbai,APMC Vashi,Onion,Red Nasik,Vegetables,328.3,2225.9,2859.8,2433.0,2022-01-22,onion,2022-01-22,24.33,22.259,28.598000000000003
Maharashtra,Mumbai,APMC Vashi,Onion,Red Nasik,Vegetables,283.7,1910.6,2296.9,2181.9,2022-01-23,onion,2022-01-23,21.819000000000003,19.105999999999998,22.969
Maharashtra,Mumbai,APMC Vashi,Onion,Red Nasik,Vegetables,254.0,2340.7,2813.7,2615.6,2022-01-24,onion,2022-01-24,26.156,23.406999999999996,28.136999999999997
Maharashtra,Mumbai,APMC Vashi,Onion,Red Nasik,Vegetables,248.4,2564.3,3071.6,2717.4,2022-01-25,onion,2022-01-25,27.174,25.643,30.715999999999998
Maharashtra,Mumbai,APMC Vashi,Onion,Red Nasik,Vegetables,347.2,2462.4,2836.1,2664.7,2022-01-26,onion,2022-01-26,26.647,24.624000000000002,28.361
Maharashtra,Mumbai,APMC Vashi,Onion,Red Nasik,Vegetables,350.9,2599.6,3151.8,2750.4,2022-01-27,onion,2022-01-27,27.504,25.996,31.518
Maharashtra,Mumbai,APMC Vashi,Onion,Red Nasik,Vegetables,268.7,2441.0,3260.2,2786.0,2022-01-28,onion,2022-01-28,27.86,24.41,32.602
Maharashtra,Mumbai,APMC Vashi,Onion,Red Nasik,Vegetables,240.4,2192.9,2941.1,2541.0,2022-01-29,onion,2022-01-29,25.41,21.929000000000002,29.410999999999998
Maharashtra,Mumbai,APMC Vashi,Onion,Red Nasik,Vegetables,381.6,2545.3,2956.9,2727.5,2022-01-30,onion,2022-01-30,27.275,25.453000000000003,29.569000000000003
Maharashtra,Mumbai,APMC Vashi,Onion,Red Nasik,Vegetables,372.8,2504.2,2987.7,2824.7,2022-01-31,onion,2022-01-31,28.247,25.041999999999998,29.877
Maharashtra,Mumbai,APMC Vashi,Onion,Red Nasik,Vegetables,336.1,2478.9,3140.2,2858.9,2022-02-01,onion,2022-02-01,28.589000000000002,24.789,31.401999999999997
Maharashtra,Mumbai,APMC Vashi,Onion,Red Nasik,Vegetables,378.1,1991.7,2457.2,2305.0,2022-02-02,onion,2022-02-02,23.05,19.917,24.572
Maharashtra,Mumbai,APMC Vashi,Onion,Red Nasik,Vegetables,271.8,2203.4,3039.8,2582.6,2022-02-03,onion,2022-02-03,25.826,22.034000000000002,30.398000000000003
Maharashtra,Mumbai,APMC Vashi,Onion,Red Nasik,Vegetables,376.1,2264.0,2977.3,2638.7,2022-02-04,onion,2022-02-04,26.386999999999997,22.64,29.773000000000003
Maharashtra,Mumbai,APMC Vashi,Onion,Red Nasik,Vegetables,303.1,2055.1,2774.4,2404.2,2022-02-05,onion,2022-02-05,24.041999999999998,20.551,27.744
Maharashtra,Mumbai,APMC Vashi,Onion,Red Nasik,Vegetables,378.7,2381.6,2691.4,2528.6,2022-02-06,onion,2022-02-06,25.285999999999998,23.816,26.914
Maharashtra,Mumbai,APMC Vashi,Onion,Red Nasik,Vegetables,314.3,2283.7,2664.1,2525.0,2022-02-07,onion,2022-02-07,25.25,22.837,26.641
Maharashtra,Mumbai,APMC Vashi,Onion,Red Nasik,Vegetables,259.3,2445.4,3160.7,2720.5,2022-02-08,onion,2022-02-08,27.205,24.454,31.607
Maharashtra,Mumbai,APMC Vashi,Onion,Red Nasik,Vegetables,353.3,2605.6,3212.1,2769.0,2022-02-09,onion,2022-02-09,27.69,26.055999999999997,32.121
Maharashtra,Mumbai,APMC Vashi,Onion,Red Nasik,Vegetables,296.9,2420.2,2961.9,2637.8,2022-02-10,onion,2022-02-10,26.378,24.201999999999998,29.619
Maharashtra,Mumbai,APMC Vashi,Onion,Red Nasik,Vegetables,310.4,2606.8,3114.3,2874.4,2022-02-11,onion,2022-02-11,28.744,26.068,31.143
Maharashtra,Mumbai,APMC Vashi,Onion,Red Nasik,Vegetables,301.0,2176.4,2863.7,2467.1,2022-02-12,onion,2022-02-12,24.671,21.764,28.636999999999997
Maharashtra,Mumbai,APMC Vashi,Onion,Red Nasik,Vegetables,307.9,2333.1,2706.4,2522.8,2022-02-13,onion,2022-02-13,25.228,23.331,27.064
Maharashtra,Mumbai,APMC Vashi,Onion,Red Nasik,Vegetables,378.1,2527.3,3224.4,2900.5,2022-02-14,onion,2022-02-14,29.005,25.273000000000003,32.244
Maharashtra,Mumbai,APMC Vashi,Onion,Red Nasik,Vegetables,344.3,2540.1,3082.0,2928.3,2022-02-15,onion,2022-02-15,29.283,25.401,30.82
Maharashtra,Mumbai,APMC Vashi,Onion,Red Nasik,Vegetables,254.5,2203.8,2775.2,2467.9,2022-02-16,onion,2022-02-16,24.679000000000002,22.038,27.752
Maharashtra,Mumbai,APMC Vashi,Onion,Red Nasik,Vegetables,269.4,2912.9,3494.7,3089.0,2022-02-17,onion,2022-02-17,30.89,29.129,34.946999999999996
Maharashtra,Mumbai,APMC Vashi,Onion,Red Nasik,Vegetables,343.8,2024.6,2690.7,2377.0,2022-02-18,onion,2022-02-18,23.77,20.246,26.906999999999996
Maharashtra,Mumbai,APMC Vashi,Onion,Red Nasik,Vegetables,336.5,2396.3,2832.8,2638.0,2022-02-19,onion,2022-02-19,26.38,23.963,28.328000000000003
Maharashtra,Mumbai,APMC Vashi,Onion,Red Nasik,Vegetables,383.3,2381.1,2985.4,2629.9,2022-02-20,onion,2022-02-20,26.299,23.811,29.854
Maharashtra,Mumbai,APMC Vashi,Onion,Red Nasik,Vegetables,396.2,2317.5,2918.4,2478.5,2022-02-21,onion,2022-02-21,24.785,23.175,29.184
Maharashtra,Mumbai,APMC Vashi,Onion,Red Nasik,Vegetables,374.0,2301.4,2835.0,2683.7,2022-02-22,onion,2022-02-22,26.837,23.014,28.35
Maharashtra,Mumbai,APMC Vashi,Onion,Red Nasik,Vegetables,290.1,2458.8,3161.5,2735.1,2022-02-23,onion,2022-02-23,27.351,24.588,31.615
Maharashtra,Mumbai,APMC Vashi,Onion,Red Nasik,Vegetables,377.8,2759.7,3111.1,2931.1,2022-02-24,onion,2022-02-24,29.311,27.596999999999998,31.111
Maharashtra,Mumbai,APMC Vashi,Onion,Red Nasik,Vegetables,296.8,2258.9,2651.9,2430.7,2022-02-25,onion,2022-02-25,24.307,22.589000000000002,26.519000000000002
Maharashtra,Mumbai,APMC Vashi,Onion,Red Nasik,Vegetables,331.4,2094.8,2795.2,2409.5,2022-02-26,onion,2022-02-26,24.095,20.948,27.951999999999998
Maharashtra,Mumbai,APMC Vashi,Onion,Red Nasik,Vegetables,372.6,2364.9,2781.8,2589.2,2022-02-27,onion,2022-02-27,25.892,23.649,27.818
Maharashtra,Mumbai,APMC Vashi,Onion,Red Nasik,Vegetables,357.0,2460.9,3032.4,2614.5,2022-02-28,onion,2022-02-28,26.145,24.609,30.324
Maharashtra,Mumbai,APMC Vashi,Onion,Red Nasik,Vegetables,333.3,2220.6,2558.0,2404.8,2022-03-01,onion,2022-03-01,24.048000000000002,22.206,25.58
Maharashtra,Mumbai,APMC Vashi,Onion,Red Nasik,Vegetables,467.6,1761.3,2111.2,1957.6,2022-03-02,onion,2022-03-02,19.576,17.613,21.112
Maharashtra,Mumbai,APMC Vashi,Onion,Red Nasik,Vegetables,460.8,2153.0,2426.4,2303.4,2022-03-03,onion,2022-03-03,23.034000000000002,21.53,24.264
Maharashtra,Mumbai,APMC Vashi,Onion,Red Nasik,Vegetables,323.5,1958.6,2422.1,2135.7,2022-03-04,onion,2022-03-04,21.357,19.586,24.221
Maharashtra,Mumbai,APMC Vashi,Onion,Red Nasik,Vegetables,374.5,2082.5,2387.2,2249.3,2022-03-05,onion,2022-03-05,22.493000000000002,20.825,23.872
Maharashtra,Mumbai,APMC Vashi,Onion,Red Nasik,Vegetables,426.7,1851.7,2242.7,2094.3,2022-03-06,onion,2022-03-06,20.943,18.517,22.427
Maharashtra,Mumbai,APMC Vashi,Onion,Red Nasik,Vegetables,459.7,1964.5,2660.8,2295.3,2022-03-07,onion,2022-03-07,22.953000000000003,19.645,26.608
Maharashtra,Mumbai,APMC Vashi,Onion,Red Nasik,Vegetables,396.2,1790.5,2247.3,2020.9,2022-03-08,onion,2022-03-08,20.209,17.905,22.473000000000003
Maharashtra,Mumbai,APMC Vashi,Onion,Red Nasik,Vegetables,348.5,2133.0,2610.3,2326.4,2022-03-09,onion,2022-03-09,23.264,21.33,26.103
Maharashtra,Mumbai,APMC Vashi,Onion,Red Nasik,Vegetables,436.7,2122.4,2830.5,2479.2,2022-03-10,onion,2022-03-10,24.791999999999998,21.224,28.305
Maharashtra,Mumbai,APMC Vashi,Onion,Red Nasik,Vegetables,316.3,1994.3,2289.5,2177.0,2022-03-11,onion,2022-03-11,21.77,19.942999999999998,22.895
Maharashtra,Mumbai,APMC Vashi,Onion,Red Nasik,Vegetables,338.3,1892.0,2268.7,1999.4,2022-03-12,onion,2022-03-12,19.994,18.92,22.686999999999998
Maharashtra,Mumbai,APMC Vashi,Onion,Red Nasik,Vegetables,335.9,1966.3,2390.2,2085.2,2022-03-13,onion,2022-03-13,20.851999999999997,19.663,23.901999999999997
Maharashtra,Mumbai,APMC Vashi,Onion,Red Nasik,Vegetables,451.0,1888.5,2227.8,1994.0,2022-03-14,onion,2022-03-14,19.94,18.885,22.278000000000002
Maharashtra,Mumbai,APMC Vashi,Onion,Red Nasik,Vegetables,292.5,1878.1,2466.7,2123.0,2022-03-15,onion,2022-03-15,21.23,18.781,24.666999999999998
Maharashtra,Mumbai,APMC Vashi,Onion,Red Nasik,Vegetables,340.2,2249.3,2837.5,2431.1,2022-03-16,onion,2022-03-16,24.311,22.493000000000002,28.375
Maharashtra,Mumbai,APMC Vashi,Onion,Red Nasik,Vegetables,428.9,1882.7,2441.0,2099.9,2022-03-17,onion,2022-03-17,20.999000000000002,18.827,24.41
Maharashtra,Mumbai,APMC Vashi,Onion,Red Nasik,Vegetables,321.3,2053.1,2766.5,2402.2,2022-03-18,onion,2022-03-18,24.022,20.531,27.665
Maharashtra,Mumbai,APMC Vashi,Onion,Red Nasik,Vegetables,367.0,1889.7,2396.2,2150.8,2022-03-19,onion,2022-03-19,21.508000000000003,18.897000000000002,23.962
Maharashtra,Mumbai,APMC Vashi,Onion,Red Nasik,Vegetables,427.0,2383.7,2895.5,2699.1,2022-03-20,onion,2022-03-20,26.991,23.837,28.955
Maharashtra,Mumbai,APMC Vashi,Onion,Red Nasik,Vegetables,403.7,2166.9,2716.5,2434.7,2022-03-21,onion,2022-03-21,24.346999999999998,21.669,27.165
Maharashtra,Mumbai,APMC Vashi,Onion,Red Nasik,Vegetables,468.6,1928.4,2615.4,2256.6,2022-03-22,onion,2022-03-22,22.566,19.284000000000002,26.154
Maharashtra,Mumbai,APMC Vashi,Onion,Red Nasik,Vegetables,385.4,2065.5,2707.3,2302.0,2022-03-23,onion,2022-03-23,23.02,20.655,27.073
Maharashtra,Mumbai,APMC Vashi,Onion,Red Nasik,Vegetables,302.1,1699.7,2004.4,1856.1,2022-03-24,onion,2022-03-24,18.561,16.997,20.044
Maharashtra,Mumbai,APMC Vashi,Onion,Red Nasik,Vegetables,356.9,1812.2,2312.2,2125.2,2022-03-25,onion,2022-03-25,21.252,18.122,23.122
Maharashtra,Mumbai,APMC Vashi,Onion,Red Nasik,Vegetables,365.4,1796.1,2060.3,1893.8,2022-03-26,onion,2022-03-26,18.938,17.961,20.603
Maharashtra,Mumbai,APMC Vashi,Onion,Red Nasik,Vegetables,291.5,1969.6,2481.4,2289.4,2022-03-27,onion,2022-03-27,22.894000000000002,19.695999999999998,24.814
Maharashtra,Mumbai,APMC Vashi,Onion,Red Nasik,Vegetables,285.5,2165.1,2733.5,2489.9,2022-03-28,onion,2022-03-28,24.899,21.651,27.335
Maharashtra,Mumbai,APMC Vashi,Onion,Red Nasik,Vegetables,294.3,2126.0,2620.9,2276.3,2022-03-29,onion,2022-03-29,22.763,21.26,26.209
Maharashtra,Mumbai,APMC Vashi,Onion,Red Nasik,Vegetables,349.2,2033.5,2557.7,2286.9,2022-03-30,onion,2022-03-30,22.869,20.335,25.576999999999998
Maharashtra,Mumbai,APMC Vashi,Onion,Red Nasik,Vegetables,470.1,1989.5,2574.7,2187.2,2022-03-31,onion,2022-03-31,21.872,19.895,25.747
Maharashtra,Mumbai,APMC Vashi,Onion,Red Nasik,Vegetables,467.9,1910.8,2329.1,2124.4,2022-04-01,onion,2022-04-01,21.244,19.108,23.291
Maharashtra,Mumbai,APMC Vashi,Onion,Red Nasik,Vegetables,284.6,2261.1,2721.8,2455.7,2022-04-02,onion,2022-04-02,24.557,22.611,27.218000000000004
Maharashtra,Mumbai,APMC Vashi,Onion,Red Nasik,Vegetables,286.5,2050.9,2440.6,2273.0,2022-04-03,onion,2022-04-03,22.73,20.509,24.406
Maharashtra,Mumbai,APMC Vashi,Onion,Red Nasik,Vegetables,469.9,1959.3,2587.5,2212.7,2022-04-04,onion,2022-04-04,22.127,19.593,25.875
Maharashtra,Mumbai,APMC Vashi,Onion,Red Nasik,Vegetables,361.2,2331.0,2944.8,2578.8,2022-04-05,onion,2022-04-05,25.788,23.31,29.448
Maharashtra,Mumbai,APMC Vashi,Onion,Red Nasik,Vegetables,332.4,2243.2,2607.5,2446.5,2022-04-06,onion,2022-04-06,24.465,22.432,26.075
Maharashtra,Mumbai,APMC Vashi,Onion,Red Nasik,Vegetables,360.3,2000.7,2422.1,2122.3,2022-04-07,onion,2022-04-07,21.223000000000003,20.007,24.221
Maharashtra,Mumbai,APMC Vashi,Onion,Red Nasik,Vegetables,369.9,2017.4,2452.0,2217.3,2022-04-08,onion,2022-04-08,22.173000000000002,20.174,24.52
Maharashtra,Mumbai,APMC Vashi,Onion,Red Nasik,Vegetables,325.1,1797.3,2167.2,2061.1,2022-04-09,onion,2022-04-09,20.611,17.973,21.671999999999997
Maharashtra,Mumbai,APMC Vashi,Onion,Red Nasik,Vegetables,396.8,1882.7,2246.8,2131.5,2022-04-10,onion,2022-04-10,21.315,18.827,22.468000000000004
Maharashtra,Mumbai,APMC Vashi,Onion,Red Nasik,Vegetables,460.1,1867.8,2422.9,2053.6,2022-04-11,onion,2022-04-11,20.535999999999998,18.678,24.229
Maharashtra,Mumbai,APMC Vashi,Onion,Red Nasik,Vegetables,348.9,1901.8,2579.8,2236.7,2022-04-12,onion,2022-04-12,22.366999999999997,19.018,25.798000000000002
Maharashtra,Mumbai,APMC Vashi,Onion,Red Nasik,Vegetables,406.8,1924.1,2438.5,2181.1,2022-04-13,onion,2022-04-13,21.811,19.241,24.385
Maharashtra,Mumbai,APMC Vashi,Onion,Red Nasik,Vegetables,342.9,1986.8,2324.2,2148.1,2022-04-14,onion,2022-04-14,21.480999999999998,19.868,23.241999999999997
Maharashtra,Mumbai,APMC Vashi,Onion,Red Nasik,Vegetables,465.9,1929.8,2338.4,2031.4,2022-04-15,onion,2022-04-15,20.314,19.298,23.384
Maharashtra,Mumbai,APMC Vashi,Onion,Red Nasik,Vegetables,355.7,1802.5,2162.3,1960.7,2022-04-16,onion,2022-04-16,19.607,18.025,21.623
Maharashtra,Mumbai,APMC Vashi,Onion,Red Nasik,Vegetables,338.0,1625.0,1934.4,1742.0,2022-04-17,onion,2022-04-17,17.42,16.25,19.344
Maharashtra,Mumbai,APMC Vashi,Onion,Red Nasik,Vegetables,361.5,1990.1,2491.3,2145.7,2022-04-18,onion,2022-04-18,21.456999999999997,19.901,24.913
Maharashtra,Mumbai,APMC Vashi,Onion,Red Nasik,Vegetables,287.8,1923.9,2249.7,2130.7,2022-04-19,onion,2022-04-19,21.307,19.239,22.497
Maharashtra,Mumbai,APMC Vashi,Onion,Red Nasik,Vegetables,422.1,2041.5,2440.5,2240.2,2022-04-20,onion,2022-04-20,22.401999999999997,20.415,24.405
Maharashtra,Mumbai,APMC Vashi,Onion,Red Nasik,Vegetables,397.1,1920.8,2530.9,2230.4,2022-04-21,onion,2022-04-21,22.304000000000002,19.208,25.309
Maharashtra,Mumbai,APMC Vashi,Onion,Red Nasik,Vegetables,380.4,2276.7,2955.7,2525.3,2022-04-22,onion,2022-04-22,25.253,22.767,29.557
Maharashtra,Mumbai,APMC Vashi,Onion,Red Nasik,Vegetables,316.7,1904.9,2456.7,2210.9,2022-04-23,onion,2022-04-23,22.109,19.049,24.566999999999997
Maharashtra,Mumbai,APMC Vashi,Onion,Red Nasik,Vegetables,370.5,2054.8,2575.2,2258.7,2022-04-24,onion,2022-04-24,22.587,20.548000000000002,25.752
Maharashtra,Mumbai,APMC Vashi,Onion,Red Nasik,Vegetables,431.1,1885.6,2502.0,2197.3,2022-04-25,onion,2022-04-25,21.973000000000003,18.855999999999998,25.02
Maharashtra,Mumbai,APMC Vashi,Onion,Red Nasik,Vegetables,382.6,1936.8,2188.7,2046.8,2022-04-26,onion,2022-04-26,20.468,19.368,21.886999999999997
Maharashtra,Mumbai,APMC Vashi,Onion,Red Nasik,Vegetables,364.5,2142.9,2509.6,2347.8,2022-04-27,onion,2022-04-27,23.478,21.429000000000002,25.096
Maharashtra,Mumbai,APMC Vashi,Onion,Red Nasik,Vegetables,444.8,2043.3,2546.8,2232.0,2022-04-28,onion,2022-04-28,22.32,20.433,25.468000000000004
Maharashtra,Mumbai,APMC Vashi,Onion,Red Nasik,Vegetables,290.2,2106.8,2416.9,2281.3,2022-04-29,onion,2022-04-29,22.813000000000002,21.068,24.169
Maharashtra,Mumbai,APMC Vashi,Onion,Red Nasik,Vegetables,385.4,2037.9,2514.6,2369.2,2022-04-30,onion,2022-04-30,23.691999999999997,20.379,25.146
Maharashtra,Mumbai,APMC Vashi,Onion,Red Nasik,Vegetables,405.2,2049.6,2612.8,2291.1,2022-05-01,onion,2022-05-01,22.910999999999998,20.496,26.128
Maharashtra,Mumbai,APMC Vashi,Onion,Red Nasik,Vegetables,346.8,1892.7,2321.0,2145.9,2022-05-02,onion,2022-05-02,21.459,18.927,23.21
Maharashtra,Mumbai,APMC Vashi,Onion,Red Nasik,Vegetables,292.7,1994.5,2634.7,2278.5,2022-05-03,onion,2022-05-03,22.785,19.945,26.346999999999998
Maharashtra,Mumbai,APMC Vashi,Onion,Red Nasik,Vegetables,420.0,2249.8,2707.5,2445.6,2022-05-04,onion,2022-05-04,24.456,22.498,27.075
Maharashtra,Mumbai,APMC Vashi,Onion,Red Nasik,Vegetables,434.1,1991.8,2382.6,2227.5,2022-05-05,onion,2022-05-05,22.275,19.918,23.826
Maharashtra,Mumbai,APMC Vashi,Onion,Red Nasik,Vegetables,417.7,2007.1,2373.8,2239.9,2022-05-06,onion,2022-05-06,22.399,20.070999999999998,23.738000000000003
Maharashtra,Mumbai,APMC Vashi,Onion,Red Nasik,Vegetables,335.2,2053.8,2430.7,2184.3,2022-05-07,onion,2022-05-07,21.843000000000004,20.538,24.307
Maharashtra,Mumbai,APMC Vashi,Onion,Red Nasik,Vegetables,282.4,2025.9,2561.3,2198.2,2022-05-08,onion,2022-05-08,21.982,20.259,25.613000000000003
Maharashtra,Mumbai,APMC Vashi,Onion,Red Nasik,Vegetables,299.2,2089.3,2671.4,2398.8,2022-05-09,onion,2022-05-09,23.988000000000003,20.893,26.714000000000002
Maharashtra,Mumbai,APMC Vashi,Onion,Red Nasik,Vegetables,302.7,2166.3,2718.0,2342.8,2022-05-10,onion,2022-05-10,23.428,21.663,27.18
Maharashtra,Mumbai,APMC Vashi,Onion,Red Nasik,Vegetables,282.4,2042.0,2630.6,2308.1,2022-05-11,onion,2022-05-11,23.081,20.42,26.305999999999997
Maharashtra,Mumbai,APMC Vashi,Onion,Red Nasik,Vegetables,399.1,2192.2,2606.8,2324.3,2022-05-12,onion,2022-05-12,23.243000000000002,21.921999999999997,26.068
Maharashtra,Mumbai,APMC Vashi,Onion,Red Nasik,Vegetables,453.2,2186.0,2638.3,2336.3,2022-05-13,onion,2022-05-13,23.363000000000003,21.86,26.383000000000003
Maharashtra,Mumbai,APMC Vashi,Onion,Red Nasik,Vegetables,454.3,2314.9,2732.9,2548.8,2022-05-14,onion,2022-05-14,25.488000000000003,23.149,27.329
Maharashtra,Mumbai,APMC Vashi,Onion,Red Nasik,Vegetables,363.0,2291.1,2559.8,2415.4,2022-05-15,onion,2022-05-15,24.154,22.910999999999998,25.598000000000003
Maharashtra,Mumbai,APMC Vashi,Onion,Red Nasik,Vegetables,434.2,2094.9,2713.5,2397.2,2022-05-16,onion,2022-05-16,23.971999999999998,20.949,27.135
Maharashtra,Mumbai,APMC Vashi,Onion,Red Nasik,Vegetables,411.0,2044.2,2573.8,2201.3,2022-05-17,onion,2022-05-17,22.013,20.442,25.738000000000003
Maharashtra,Mumbai,APMC Vashi,Onion,Red Nasik,Vegetables,464.9,2010.7,2596.5,2299.8,2022-05-18,onion,2022-05-18,22.998,20.107,25.965
Maharashtra,Mumbai,APMC Vashi,Onion,Red Nasik,Vegetables,307.8,1905.2,2557.2,2178.4,2022-05-19,onion,2022-05-19,21.784000000000002,19.052,25.572
Maharashtra,Mumbai,APMC Vashi,Onion,Red Nasik,Vegetables,393.3,1956.3,2486.5,2250.9,2022-05-20,onion,2022-05-20,22.509,19.563,24.865
Maharashtra,Mumbai,APMC Vashi,Onion,Red Nasik,Vegetables,356.2,1821.1,2259.7,1933.1,2022-05-21,onion,2022-05-21,19.331,18.211,22.596999999999998
Maharashtra,Mumbai,APMC Vashi,Onion,Red Nasik,Vegetables,407.2,2098.0,2680.1,2348.2,2022-05-22,onion,2022-05-22,23.482,20.98,26.801
Maharashtra,Mumbai,APMC Vashi,Onion,Red Nasik,Vegetables,368.6,1750.8,2138.2,1978.7,2022-05-23,onion,2022-05-23,19.787,17.508,21.381999999999998
Maharashtra,Mumbai,APMC Vashi,Onion,Red Nasik,Vegetables,429.0,1738.6,2169.8,1892.6,2022-05-24,onion,2022-05-24,18.926,17.386,21.698
Maharashtra,Mumbai,APMC Vashi,Onion,Red Nasik,Vegetables,431.8,2078.8,2717.5,2443.8,2022-05-25,onion,2022-05-25,24.438000000000002,20.788,27.175
Maharashtra,Mumbai,APMC Vashi,Onion,Red Nasik,Vegetables,403.7,1916.7,2333.6,2099.3,2022-05-26,onion,2022-05-26,20.993000000000002,19.167,23.336
Maharashtra,Mumbai,APMC Vashi,Onion,Red Nasik,Vegetables,415.2,2078.5,2631.7,2235.0,2022-05-27,onion,2022-05-27,22.35,20.785,26.316999999999997
Maharashtra,Mumbai,APMC Vashi,Onion,Red Nasik,Vegetables,352.8,2144.2,2492.9,2363.2,2022-05-28,onion,2022-05-28,23.631999999999998,21.441999999999997,24.929000000000002
Maharashtra,Mumbai,APMC Vashi,Onion,Red Nasik,Vegetables,333.5,2192.8,2882.2,2453.3,2022-05-29,onion,2022-05-29,24.533,21.928,28.822
Maharashtra,Mumbai,APMC Vashi,Onion,Red Nasik,Vegetables,373.8,2092.6,2500.1,2263.6,2022-05-30,onion,2022-05-30,22.636,20.926,25.000999999999998
Maharashtra,Mumbai,APMC Vashi,Onion,Red Nasik,Vegetables,381.9,1804.5,2345.9,2099.0,2022-05-31,onion,2022-05-31,20.99,18.045,23.459
Maharashtra,Mumbai,APMC Vashi,Onion,Red Nasik,Vegetables,248.8,2597.4,3285.2,2793.8,2022-06-01,onion,2022-06-01,27.938000000000002,25.974,32.852
Maharashtra,Mumbai,APMC Vashi,Onion,Red Nasik,Vegetables,354.0,2800.5,3461.7,2952.3,2022-06-02,onion,2022-06-02,29.523000000000003,28.005,34.617
Maharashtra,Mumbai,APMC Vashi,Onion,Red Nasik,Vegetables,301.5,2506.4,2975.4,2778.2,2022-06-03,onion,2022-06-03,27.781999999999996,25.064,29.754
